R.E.M.	R.E.M. (musika taldea)	<http://eu.wikipedia.org/wiki/R.E.M._(musika_taldea)>	
F.T.I.	Antzerkiola Imaginarioa	<http://eu.wikipedia.org/wiki/Antzerkiola_Imaginarioa>	
Que!	Qué!	<http://eu.wikipedia.org/wiki/Qué!>	
CC.OO.	Langile Komisioak	<http://eu.wikipedia.org/wiki/Langile_Komisioak>	
H1!	Hamaikabat	<http://eu.wikipedia.org/wiki/Hamaikabat>	
