ተ.መ.ድ.	የተባበሩት መንግሥታት ድርጅት	<http://am.wikipedia.org/wiki/የተባበሩት_መንግሥታት_ድርጅት>	
ቀ.ኃ.ሥ.	ቀዳማዊ ኃይለ ሥላሴ	<http://am.wikipedia.org/wiki/ቀዳማዊ_ኃይለ_ሥላሴ>	
እ.አ.አ.	እንደ አውሮፓውያን የዘመን አቆጣጠር	<http://am.wikipedia.org/wiki/እንደ_አውሮፓውያን_የዘመን_አቆጣጠር>	
ተ.ዓ.ኤ.	የተባበሩት የዓረብ ግዛቶች	<http://am.wikipedia.org/wiki/የተባበሩት_የዓረብ_ግዛቶች>	
