Roxb.	William Roxburgh	<http://jv.wikipedia.org/wiki/William_Roxburgh>	
Miq.	Friedrich Anton Wilhelm Miquel	<http://jv.wikipedia.org/wiki/Friedrich_Anton_Wilhelm_Miquel>	
