О.П.	Ордэн дамініканаў	<http://be_x_old.wikipedia.org/wiki/Ордэн_дамініканаў>	
S.O.A.D.	System of a Down	<http://be_x_old.wikipedia.org/wiki/System_of_a_Down>	
А.а.	Астранамічная адзінка	<http://be_x_old.wikipedia.org/wiki/Астранамічная_адзінка>	
Будзьма!	Будзьма беларусамі!	<http://be_x_old.wikipedia.org/wiki/Будзьма_беларусамі!>	
